-46.28669	-23.42887
-46.29609	-23.42407
-46.30414	-23.40417
-46.29131	-23.3891
-46.27961	-23.37917
-46.2661	-23.36693
-46.25688	-23.35876
-46.24798	-23.35181
-46.22917	-23.3371
-46.2162	-23.32885
-46.19888	-23.31937
-46.18159	-23.30818
-46.17047	-23.30167
-46.16475	-23.29679
-46.15265	-23.28648
-46.14408	-23.27775
-46.12824	-23.2586
-46.12038	-23.24647
-46.11311	-23.23606
-46.10465	-23.22277
-46.09308	-23.20885
-46.07964	-23.19488
-46.06372	-23.17971
-46.04592	-23.16507
-46.03114	-23.15506
-46.01799	-23.14836
-46.0015	-23.139
-45.98605	-23.13124
-45.97246	-23.1241
-45.95754	-23.12033
-45.94325	-23.11658
-45.92537	-23.11344
-45.90844	-23.10836
-45.89355	-23.10345
-45.87561	-23.09562
-45.87214	-23.08415
-45.85994	-23.0719
-45.84948	-23.06481
-45.83535	-23.05479
-45.82059	-23.04532
-45.8083	-23.03705
-45.79447	-23.04013
-45.779	-23.03405
-45.76681	-23.02179
-45.76126	-23.01689
-45.74359	-23.00128
-45.72896	-22.98668
-45.69163	-22.94527
-45.67479	-22.93121
-45.65894	-22.91657
-45.6412	-22.90245
-45.62466	-22.89007
-45.61422	-22.88353
-45.59581	-22.87166
-45.58354	-22.86337
-45.56385	-22.85261
-45.53988	-22.83888
-45.52818	-22.83113
-45.51658	-22.82346
-45.49628	-22.81266
-45.48331	-22.80776
-45.46665	-22.80105
-45.44748	-22.79484
-45.43721	-22.79055
-45.41605	-22.78089
-45.3988	-22.77301
-45.37907	-22.7645
-45.35875	-22.7554
-45.34592	-22.74977
-45.32856	-22.74203
-45.30391	-22.73166
-45.28913	-22.72498
-45.27623	-22.71835
-45.25727	-22.70528
-45.24442	-22.69694
-45.22421	-22.6844
-45.20588	-22.67134
-45.19074	-22.6561
-45.18076	-22.64184
-45.1659	-22.63146
-45.15244	-22.62309
-45.13385	-22.6197
-45.11734	-22.60896
-45.09795	-22.59074
-45.08582	-22.57956
-45.06577	-22.56244
-45.04743	-22.55107
-45.03201	-22.54605
-45.01882	-22.54964
-45.00536	-22.56234
-44.99448	-22.57169
-44.98188	-22.57644
-44.96935	-22.5789
-44.95181	-22.58179
-44.93405	-22.59206
-44.93828	-22.60012
-44.94287	-22.60885
-44.95242	-22.62281
-44.95691	-22.6389
-44.95572	-22.65709
-44.95782	-22.66968
-44.96564	-22.67903
-44.97521	-22.68833
-45.00755	-22.69511
-45.03302	-22.69816
-45.06002	-22.71264
-45.06747	-22.71889
-45.0734	-22.72386
-45.08308	-22.73383
-45.09521	-22.74501
-45.10485	-22.75669
-45.14536	-22.77895
-45.1681	-22.79043
-45.19207	-22.80309
-45.2025	-22.80908
-45.21482	-22.81456
-45.22591	-22.81944
-45.23486	-22.8245
-45.26971	-22.8372
-45.29153	-22.83782
-45.31096	-22.83495
-45.32524	-22.83762
-45.3292	-22.84323
-45.34084	-22.8597
-45.34058	-22.89102
-45.34213	-22.90245
-45.35554	-22.91422
-45.37203	-22.92393
-45.39175	-22.93685
-45.43617	-22.97907
-45.4424	-22.99286
-45.44971	-23.00905
-45.45496	-23.02286
-45.46218	-23.03274
-45.47827	-23.03887
-45.49513	-23.03932
-45.51543	-23.04523
-45.53172	-23.04997
-45.57988	-23.0723
-45.60649	-23.08604
-45.66932	-23.11846
-45.68225	-23.12619
-45.69464	-23.13321
-45.71061	-23.14228
-45.74627	-23.16652
-45.75918	-23.17538
-45.77873	-23.18722
-45.82734	-23.22659
-45.84139	-23.2406
-45.8529	-23.25389
-45.86388	-23.26734
-45.87478	-23.28241
-45.88767	-23.29297
-45.90159	-23.28703
-45.90986	-23.28115
-45.91242	-23.27932
-45.93116	-23.2809
-45.94293	-23.2863
-45.95595	-23.29173
-45.96838	-23.29543
-45.98959	-23.29877
-46.0143	-23.313
-46.02288	-23.31838
-46.03034	-23.32305
-46.07211	-23.3314
-46.08458	-23.33395
-46.10078	-23.33716
-46.11383	-23.34201
-46.1294	-23.34577
-46.14618	-23.35126
-46.16605	-23.3591
-46.18591	-23.3675
-46.20196	-23.3781
-46.20986	-23.38357
-46.23714	-23.4022
-46.24702	-23.40867
-46.26496	-23.4193
-46.28669	-23.42887
